"Date","Price","Open","High","Low","Change %"
"04/11/2022","3.619","3.666","3.666","3.619","-1.52%"
"03/11/2022","3.675","3.759","3.759","3.675","-2.39%"
"02/11/2022","3.765","3.765","3.765","3.765","1.21%"
"01/11/2022","3.720","3.649","3.720","3.639","2.03%"
"31/10/2022","3.646","3.629","3.739","3.629","2.50%"
"28/10/2022","3.557","3.557","3.557","3.557","2.45%"
"27/10/2022","3.472","3.657","3.657","3.472","-7.07%"
"26/10/2022","3.736","3.753","3.753","3.736","-1.50%"
"25/10/2022","3.793","3.813","3.813","3.793","5.21%"
"24/10/2022","3.605","3.620","3.620","3.605","-7.35%"
"21/10/2022","3.891","3.895","3.895","3.891","1.41%"
"20/10/2022","3.837","3.894","3.894","3.837","0.18%"
"19/10/2022","3.830","3.830","3.830","3.830","0.87%"
"18/10/2022","3.797","3.793","3.797","3.793","0.85%"
"17/10/2022","3.765","3.842","3.842","3.765","-2.64%"
"14/10/2022","3.867","4.000","4.000","3.867","-3.81%"
"13/10/2022","4.020","4.060","4.060","4.020","-1.57%"
"12/10/2022","4.084","4.084","4.084","4.084","-1.87%"
"11/10/2022","4.162","4.120","4.162","4.120","-1.02%"
"10/10/2022","4.205","4.159","4.205","4.159","1.30%"
"07/10/2022","4.151","3.978","4.151","3.978","4.04%"
"06/10/2022","3.990","3.909","3.990","3.909","3.42%"
"05/10/2022","3.858","3.774","3.858","3.774","10.04%"
"04/10/2022","3.506","3.665","3.665","3.506","-5.95%"
"03/10/2022","3.728","3.728","3.728","3.728","0.03%"
"30/09/2022","3.727","3.999","3.999","3.727","-8.20%"
"29/09/2022","4.060","4.000","4.060","4.000","1.96%"
"28/09/2022","3.982","3.822","3.982","3.822","13.09%"
"27/09/2022","3.521","3.751","3.751","3.521","-22.39%"
"26/09/2022","4.537","2.929","4.537","2.929","53.48%"
"23/09/2022","2.956","2.945","2.996","2.945","-2.09%"
"22/09/2022","3.019","2.996","3.019","2.996","-2.77%"
"21/09/2022","3.105","3.105","3.105","3.105","3.19%"
"20/09/2022","3.009","3.009","3.009","3.009","0.57%"
"19/09/2022","2.992","2.992","2.992","2.992","-0.89%"
"16/09/2022","3.019","2.952","3.019","2.952","1.75%"
"15/09/2022","2.967","2.950","2.967","2.950","-3.13%"
"14/09/2022","3.063","3.063","3.063","3.063","2.89%"
"13/09/2022","2.977","2.977","2.977","2.977","4.46%"
"12/09/2022","2.850","2.820","2.850","2.820","0.21%"
"09/09/2022","2.844","2.844","2.844","2.844","0.78%"
"08/09/2022","2.822","2.832","2.851","2.822","-1.78%"
"07/09/2022","2.873","2.854","2.873","2.854","-0.31%"
"06/09/2022","2.882","2.911","2.911","2.882","0.21%"
"05/09/2022","2.876","2.895","2.895","2.876","-0.66%"
"02/09/2022","2.895","2.895","2.895","2.895","1.29%"
"01/09/2022","2.858","2.858","2.858","2.858","1.71%"
"31/08/2022","2.810","2.810","2.810","2.810","0.04%"
"30/08/2022","2.809","2.809","2.809","2.797","6.48%"
"29/08/2022","2.638","2.407","2.746","2.407","8.03%"
"26/08/2022","2.442","2.442","2.442","2.386","0.04%"
"25/08/2022","2.441","2.441","2.441","2.441","-0.65%"
"24/08/2022","2.457","2.457","2.457","2.457","0.66%"
"23/08/2022","2.441","2.437","2.441","2.437","1.33%"
"22/08/2022","2.409","2.409","2.409","2.409","0.17%"
"19/08/2022","2.405","2.394","2.405","2.394","4.20%"
"18/08/2022","2.308","2.308","2.308","2.308","2.62%"
"17/08/2022","2.249","2.249","2.249","2.249","1.31%"
"16/08/2022","2.220","2.290","2.290","2.220","-0.45%"
"15/08/2022","2.230","2.230","2.230","2.230","0.45%"
"12/08/2022","2.220","2.188","2.220","2.188","1.74%"
"11/08/2022","2.182","2.182","2.182","2.182","-1.45%"
"10/08/2022","2.214","2.195","2.214","2.195","1.05%"
"09/08/2022","2.191","2.230","2.230","2.191","0.46%"
"08/08/2022","2.181","2.149","2.181","2.149","1.39%"
"05/08/2022","2.151","2.151","2.151","2.151","2.87%"
"04/08/2022","2.091","2.091","2.091","2.091","0.58%"
"03/08/2022","2.079","2.061","2.079","2.061","0.92%"
"02/08/2022","2.060","2.060","2.060","2.060","3.31%"
"01/08/2022","1.994","1.994","1.994","1.994","-3.25%"
"29/07/2022","2.061","2.180","2.180","2.061","-5.46%"
"28/07/2022","2.180","2.191","2.191","2.180","1.92%"
"27/07/2022","2.139","2.139","2.139","2.139","-0.05%"
"26/07/2022","2.140","2.140","2.140","2.140","5.73%"
"25/07/2022","2.024","1.960","2.024","1.949","3.27%"
"22/07/2022","1.960","1.927","1.960","1.927","-2.97%"
"21/07/2022","2.020","2.020","2.020","2.020","-0.49%"
"20/07/2022","2.030","2.030","2.030","2.030","-0.05%"
"19/07/2022","2.031","2.152","2.152","2.031","2.63%"
"18/07/2022","1.979","1.941","1.979","1.941","2.06%"
"15/07/2022","1.939","1.939","1.939","1.939","0.00%"
"14/07/2022","1.939","1.939","1.939","1.939","0.47%"
"13/07/2022","1.930","1.930","1.930","1.930","-0.44%"
"12/07/2022","1.939","1.939","1.939","1.939","0.75%"
"11/07/2022","1.924","1.924","1.924","1.924","4.23%"
"08/07/2022","1.846","1.856","1.856","1.846","-0.54%"
"07/07/2022","1.856","1.856","1.856","1.856","1.50%"
"06/07/2022","1.829","1.829","1.829","1.829","-2.22%"
"05/07/2022","1.870","1.942","1.962","1.870","-0.80%"
"04/07/2022","1.885","1.885","1.885","1.885","1.67%"
"01/07/2022","1.854","1.854","1.854","1.854","0.00%"
"30/06/2022","1.854","1.854","1.854","1.854","-1.64%"
"29/06/2022","1.885","1.885","1.885","1.885","-4.51%"
"28/06/2022","1.974","1.917","1.974","1.917","6.59%"
"27/06/2022","1.852","1.852","1.852","1.852","5.23%"
"24/06/2022","1.760","1.877","1.877","1.760","-6.23%"
"23/06/2022","1.877","1.900","1.900","1.877","-1.16%"
"22/06/2022","1.899","1.899","1.899","1.899","-0.58%"
"21/06/2022","1.910","1.910","1.910","1.910","5.29%"
"20/06/2022","1.814","1.814","1.814","1.814","4.31%"
"17/06/2022","1.739","1.739","1.739","1.739","6.04%"
"16/06/2022","1.640","1.640","1.640","1.640","0.06%"
"15/06/2022","1.639","1.639","1.639","1.639","-0.12%"
"14/06/2022","1.641","1.579","1.641","1.579","4.99%"
"13/06/2022","1.563","1.563","1.563","1.563","9.99%"
"10/06/2022","1.421","1.421","1.421","1.421","-1.11%"
"09/06/2022","1.437","1.437","1.437","1.437","-6.08%"
"08/06/2022","1.530","1.530","1.530","1.530","-0.65%"
"07/06/2022","1.540","1.540","1.540","1.540","6.13%"
"06/06/2022","1.451","1.451","1.451","1.451","7.01%"
"03/06/2022","1.356","1.356","1.356","1.356","0.00%"
"02/06/2022","1.356","1.356","1.356","1.356","-3.21%"
"01/06/2022","1.401","1.401","1.401","1.401","1.01%"
"31/05/2022","1.387","1.383","1.395","1.383","2.14%"
"30/05/2022","1.358","1.358","1.358","1.358","3.66%"
"27/05/2022","1.310","1.310","1.310","1.310","-3.03%"
"26/05/2022","1.351","1.351","1.351","1.351","0.15%"
"25/05/2022","1.349","1.349","1.349","1.349","-0.07%"
"24/05/2022","1.350","1.350","1.350","1.350","-1.10%"
"23/05/2022","1.365","1.322","1.365","1.322","3.17%"
"20/05/2022","1.323","1.323","1.323","1.323","-1.78%"
"19/05/2022","1.347","1.347","1.347","1.347","-1.10%"
"18/05/2022","1.362","1.362","1.362","1.362","0.44%"
"17/05/2022","1.356","1.350","1.356","1.350","7.88%"
"16/05/2022","1.257","1.257","1.257","1.257","0.08%"
"13/05/2022","1.256","1.256","1.256","1.256","-4.70%"
"12/05/2022","1.318","1.318","1.318","1.318","-0.68%"
"11/05/2022","1.327","1.327","1.327","1.327","-8.42%"
"10/05/2022","1.449","1.449","1.449","1.449","-2.82%"
"09/05/2022","1.491","1.481","1.491","1.481","0.68%"
"06/05/2022","1.481","1.481","1.481","1.481","0.00%"
"05/05/2022","1.481","1.481","1.481","1.481","2.14%"
"04/05/2022","1.450","1.450","1.450","1.450","3.28%"
"03/05/2022","1.404","1.404","1.404","1.404","-0.14%"
"02/05/2022","1.406","1.406","1.406","1.406","0.00%"
"29/04/2022","1.406","1.406","1.406","1.406","0.00%"
"28/04/2022","1.406","1.406","1.406","1.406","-0.07%"
"27/04/2022","1.407","1.407","1.407","1.407","0.29%"
"26/04/2022","1.403","1.401","1.403","1.399","10.13%"
"25/04/2022","1.274","1.274","1.274","1.274","1.03%"
"22/04/2022","1.261","1.142","1.381","1.142","10.03%"
"21/04/2022","1.146","1.146","1.146","1.146","0.70%"
"20/04/2022","1.138","1.138","1.138","1.138","7.16%"
"19/04/2022","1.062","1.062","1.062","1.062","5.67%"
"18/04/2022","1.005","0.977","1.005","0.977","2.87%"
"15/04/2022","0.977","0.977","0.977","0.977","-6.69%"
"14/04/2022","1.047","1.039","1.047","1.039","0.10%"
"13/04/2022","1.046","1.025","1.046","1.025","1.95%"
"12/04/2022","1.026","1.020","1.026","1.020","12.38%"
"11/04/2022","0.913","0.892","0.913","0.892","4.10%"
"08/04/2022","0.877","0.869","0.877","0.869","1.50%"
"07/04/2022","0.864","0.864","0.864","0.864","5.24%"
"06/04/2022","0.821","0.821","0.821","0.821","-7.86%"
"05/04/2022","0.891","0.891","0.891","0.891","-13.41%"
"04/04/2022","1.029","1.027","1.029","1.027","0.10%"
"01/04/2022","1.028","1.028","1.028","1.028","-0.29%"
"31/03/2022","1.031","1.031","1.031","1.031","-0.58%"
"30/03/2022","1.037","1.037","1.037","1.037","-0.29%"
"29/03/2022","1.040","1.038","1.040","1.038","10.76%"
"28/03/2022","0.939","0.892","0.939","0.892","6.83%"
"25/03/2022","0.879","0.987","0.987","0.879","-10.67%"
"24/03/2022","0.984","0.984","0.984","0.984","-2.09%"
"23/03/2022","1.005","0.998","1.005","0.998","1.21%"
"22/03/2022","0.993","0.993","0.993","0.993","0.00%"
"21/03/2022","0.993","0.993","0.993","0.993","1.22%"
"18/03/2022","0.981","0.981","0.981","0.981","0.20%"
"17/03/2022","0.979","0.979","0.979","0.979","-0.10%"
"16/03/2022","0.980","0.980","0.980","0.980","-0.10%"
"15/03/2022","0.981","0.981","0.981","0.981","2.51%"
"14/03/2022","0.957","0.970","0.970","0.957","-1.34%"
"11/03/2022","0.970","1.010","1.010","0.970","-3.77%"
"10/03/2022","1.008","1.008","1.008","1.008","-0.10%"
"09/03/2022","1.009","1.009","1.009","1.009","2.44%"
"08/03/2022","0.985","1.003","1.003","0.985","6.95%"
"07/03/2022","0.921","0.921","0.921","0.921","2.91%"
"04/03/2022","0.895","0.891","0.895","0.891","0.56%"
"03/03/2022","0.890","0.882","1.029","0.882","0.34%"
"02/03/2022","0.887","0.877","0.887","0.877","3.14%"
"01/03/2022","0.860","1.605","2.963","0.860","-3.37%"
"28/02/2022","0.890","0.970","0.970","0.823","-8.06%"
"25/02/2022","0.968","0.970","0.970","0.968","-4.54%"
"24/02/2022","1.014","1.056","1.056","1.014","-5.76%"
"23/02/2022","1.076","1.076","1.076","1.076","17.47%"
"22/02/2022","0.916","0.916","0.916","0.916","2.69%"
"21/02/2022","0.892","0.890","0.892","0.890","-0.22%"
"18/02/2022","0.894","0.790","0.894","0.790","12.59%"
"17/02/2022","0.794","0.835","0.835","0.794","-3.29%"
"16/02/2022","0.821","0.855","0.855","0.821","-5.52%"
"15/02/2022","0.869","0.855","0.869","0.855","-2.36%"
"14/02/2022","0.890","0.911","0.911","0.890","-4.20%"
"11/02/2022","0.929","0.790","0.929","0.790","15.55%"
"10/02/2022","0.804","0.786","0.804","0.786","1.77%"
"09/02/2022","0.790","0.790","0.790","0.790","0.64%"
"08/02/2022","0.785","0.804","0.804","0.785","-9.25%"
"07/02/2022","0.865","0.949","0.949","0.810","-10.27%"
"04/02/2022","0.964","0.780","0.964","0.780","44.53%"
"03/02/2022","0.667","0.568","0.667","0.566","11.54%"
"02/02/2022","0.598","0.586","0.598","0.586","0.50%"
"01/02/2022","0.595","0.491","0.595","0.491","11.21%"
"31/01/2022","0.535","0.508","0.535","0.508","11.23%"
"28/01/2022","0.481","0.479","0.481","0.479","17.03%"
"27/01/2022","0.411","0.374","0.411","0.374","15.45%"
"26/01/2022","0.356","0.356","0.356","0.356","-5.82%"
"25/01/2022","0.378","0.378","0.378","0.378","36.96%"
"24/01/2022","0.276","0.276","0.276","0.276","1.85%"
"21/01/2022","0.271","0.271","0.271","0.271","-4.58%"
"20/01/2022","0.284","0.284","0.284","0.284","0.71%"
"19/01/2022","0.282","0.282","0.282","0.282","8.05%"
"18/01/2022","0.261","0.261","0.261","0.261","1.56%"
"17/01/2022","0.257","0.257","0.257","0.257","2.80%"
"14/01/2022","0.250","0.246","0.250","0.246","1.21%"
"13/01/2022","0.247","0.249","0.249","0.247","-13.03%"
"12/01/2022","0.284","0.278","0.284","0.278","14.52%"
"11/01/2022","0.248","0.248","0.248","0.248","-22.01%"
"10/01/2022","0.318","0.305","0.318","0.305","8.53%"
"07/01/2022","0.293","0.289","0.293","0.289","45.05%"
"06/01/2022","0.202","0.191","0.202","0.191","5.21%"
"05/01/2022","0.192","0.499","0.499","0.192","-64.04%"
"04/01/2022","0.534","0.477","0.534","0.185","229.63%"
"03/01/2022","0.162","0.172","0.172","0.162","-5.81%"
"31/12/2021","0.172","0.172","0.172","0.172","-4.44%"
"30/12/2021","0.180","0.180","0.180","0.180","0.56%"
"29/12/2021","0.179","0.179","0.179","0.179","9.48%"
"28/12/2021","0.163","0.163","0.163","0.163","0.00%"
"27/12/2021","0.163","0.163","0.163","0.163","-27.65%"
"24/12/2021","0.226","0.226","0.226","0.226","-0.44%"
"23/12/2021","0.227","0.208","0.227","0.208","22.70%"
"22/12/2021","0.185","0.193","0.193","0.185","13.50%"
"21/12/2021","0.163","0.163","0.163","0.163","-43.01%"
"20/12/2021","0.286","0.286","0.286","0.286","6.32%"
"17/12/2021","0.269","0.199","0.269","0.199","26.89%"
"16/12/2021","0.212","0.110","0.212","0.110","101.90%"
"15/12/2021","0.105","0.061","0.105","0.061","75.00%"
"14/12/2021","0.060","0.058","0.060","0.058","-40.00%"
"13/12/2021","0.100","0.100","0.100","0.100","42.86%"
"10/12/2021","0.070","0.101","0.101","0.070","-31.37%"
"09/12/2021","0.102","0.100","0.102","0.100","466.67%"
"08/12/2021","0.018","0.026","0.026","0.018","-30.77%"
"07/12/2021","0.026","0.046","0.046","0.026","-71.74%"
"06/12/2021","0.092","0.111","0.111","0.092","-14.02%"
"03/12/2021","0.107","0.119","0.119","0.107","-4.46%"
"02/12/2021","0.112","0.112","0.112","0.112","-8.20%"
"01/12/2021","0.122","0.087","0.122","0.087","62.67%"
"30/11/2021","0.075","0.094","0.094","0.075","-25.00%"
"29/11/2021","0.100","0.094","0.100","0.094","28.21%"
"26/11/2021","0.078","0.111","0.111","0.078","-23.53%"
"25/11/2021","0.102","0.102","0.102","0.102","-1.92%"
"24/11/2021","0.104","0.101","0.104","0.101","-0.95%"
"23/11/2021","0.105","0.103","0.105","0.103","0.96%"
"22/11/2021","0.104","0.102","0.104","0.102","0.97%"
"19/11/2021","0.103","0.084","0.103","0.084","19.77%"
"18/11/2021","0.086","0.096","0.096","0.086","-31.75%"
"17/11/2021","0.126","0.126","0.126","0.126","-3.82%"
"16/11/2021","0.131","0.131","0.131","0.131","-0.76%"
"15/11/2021","0.132","0.121","0.132","0.121","0.76%"
"12/11/2021","0.131","0.142","0.142","0.131","-5.76%"
"11/11/2021","0.139","0.139","0.139","0.139","-12.03%"
"10/11/2021","0.158","0.152","0.158","0.152","-9.71%"
"09/11/2021","0.175","0.167","0.175","0.163","4.17%"
"08/11/2021","0.168","0.164","0.168","0.160","28.24%"
"05/11/2021","0.131","0.171","0.171","0.004","-64.21%"
"04/11/2021","0.366","0.366","0.366","0.366","-2.14%"
"03/11/2021","0.374","0.374","0.374","0.374","0.54%"
"02/11/2021","0.372","0.372","0.372","0.372","7.20%"
"01/11/2021","0.347","0.347","0.347","0.347","0.00%"
"29/10/2021","0.347","0.347","0.347","0.347","-9.16%"
"28/10/2021","0.382","0.382","0.382","0.382","26.91%"
"27/10/2021","0.301","0.296","0.301","0.296","0.67%"
"26/10/2021","0.299","0.299","0.299","0.299","31.14%"
"25/10/2021","0.228","0.228","0.228","0.228","-2.15%"
"22/10/2021","0.233","0.233","0.233","0.233","-7.54%"
"21/10/2021","0.252","0.252","0.252","0.252","0.00%"
"20/10/2021","0.252","0.089","0.252","0.089","-0.40%"
"19/10/2021","0.253","0.249","0.253","0.249","23.41%"
"18/10/2021","0.205","0.067","0.205","0.067","286.79%"
"15/10/2021","0.053","0.053","0.053","0.053","70.97%"
"14/10/2021","0.031","0.031","0.031","0.031","-61.73%"
"13/10/2021","0.081","0.207","0.227","0.081","170.00%"
"12/10/2021","0.030","0.079","0.079","0.030","-73.45%"
"11/10/2021","0.113","0.063","0.113","0.063","48.68%"
"08/10/2021","0.076","0.064","0.076","0.064","442.86%"
"07/10/2021","0.014","0.020","0.020","0.014","-84.62%"
"06/10/2021","0.091","0.069","0.091","0.069","405.56%"
"05/10/2021","0.018","0.020","0.020","0.018","-73.91%"
"04/10/2021","0.069","0.067","0.069","0.067","263.16%"
"01/10/2021","0.019","0.029","0.029","0.019","-59.57%"
"30/09/2021","0.047","0.031","0.047","0.031","56.67%"
"29/09/2021","0.030","0.030","0.030","0.030","-16.67%"
"28/09/2021","0.036","0.030","0.036","0.030","0.00%"
"27/09/2021","0.036","0.030","0.036","0.030","63.64%"
"24/09/2021","0.022","0.049","0.098","0.022","-33.33%"
"23/09/2021","0.033","0.031","0.033","0.031","3.12%"
"22/09/2021","0.032","0.030","0.032","0.030","14.29%"
"21/09/2021","0.028","0.032","0.032","0.028","-77.60%"
"20/09/2021","0.125","0.125","0.125","0.125","-9.42%"
"17/09/2021","0.138","0.138","0.138","0.138","206.67%"
"16/09/2021","0.045","0.045","0.045","0.045","-8.16%"
"15/09/2021","0.049","0.049","0.049","0.049","11.36%"
"14/09/2021","0.044","0.044","0.044","0.044","-4.35%"
"13/09/2021","0.046","0.058","0.060","0.058","17.95%"
"10/09/2021","0.039","0.039","0.039","0.039","-29.09%"
"09/09/2021","0.055","0.047","0.055","0.047","17.02%"
"08/09/2021","0.047","0.041","0.047","0.041","17.50%"
"07/09/2021","0.040","0.040","0.040","0.040","-40.30%"
"06/09/2021","0.067","0.067","0.067","0.067","71.79%"
"03/09/2021","0.039","0.039","0.039","0.039","-26.42%"
"02/09/2021","0.053","0.055","0.055","0.053","-7.02%"
"01/09/2021","0.057","0.055","0.057","0.055","58.33%"
"31/08/2021","0.036","0.040","0.040","0.036","1,700.00%"
"30/08/2021","0.002","0.010","0.010","0.002","-96.77%"
"27/08/2021","0.062","0.060","0.062","0.060","51.22%"
"26/08/2021","0.041","0.041","0.041","0.041","57.69%"
"25/08/2021","0.026","0.030","0.030","0.026","-31.58%"
"24/08/2021","0.038","0.030","0.038","0.030","-9.52%"
"23/08/2021","0.042","0.042","0.042","0.042","2.44%"
"20/08/2021","0.041","0.045","0.045","0.041","-25.45%"
"19/08/2021","0.055","0.053","0.055","0.053","22.22%"
"18/08/2021","0.045","0.047","0.047","0.045","-32.84%"
"17/08/2021","0.067","0.067","0.067","0.067","103.03%"
"16/08/2021","0.033","0.033","0.033","0.033","-5.71%"
"13/08/2021","0.035","0.035","0.035","0.035","0.00%"
"12/08/2021","0.035","0.035","0.035","0.035","-2.78%"
"11/08/2021","0.036","0.036","0.036","0.036","0.00%"
"10/08/2021","0.036","0.036","0.036","0.036","9.09%"
"09/08/2021","0.033","0.033","0.033","0.033","6.45%"
"06/08/2021","0.031","0.031","0.031","0.031","6.90%"
"05/08/2021","0.029","0.029","0.029","0.029","-3.33%"
"04/08/2021","0.030","0.030","0.030","0.030","0.00%"
"03/08/2021","0.030","0.030","0.030","0.030","-37.50%"
"02/08/2021","0.048","0.048","0.048","0.048","2.13%"
"30/07/2021","0.047","0.047","0.047","0.047","-17.54%"
"29/07/2021","0.057","0.055","0.057","0.055","119.23%"
"28/07/2021","0.026","0.026","0.026","0.026","0.00%"
"27/07/2021","0.026","0.026","0.026","0.026","-3.70%"
"26/07/2021","0.027","0.027","0.027","0.027","-6.90%"
"23/07/2021","0.029","0.029","0.029","0.029","-6.45%"
"22/07/2021","0.031","0.031","0.031","0.031","-8.82%"
"21/07/2021","0.034","0.034","0.034","0.034","-10.53%"
"20/07/2021","0.038","0.038","0.038","0.038","-43.28%"
"19/07/2021","0.067","0.067","0.067","0.067","-11.84%"
"16/07/2021","0.076","0.070","0.076","0.070","4.11%"
"15/07/2021","0.073","0.073","0.073","0.073","-2.67%"
"14/07/2021","0.075","0.075","0.075","0.075","-9.64%"
"13/07/2021","0.083","0.083","0.083","0.083","59.62%"
"12/07/2021","0.052","0.052","0.052","0.052","1.96%"
"09/07/2021","0.051","0.051","0.051","0.051","4.08%"
"08/07/2021","0.049","0.049","0.049","0.049","2.08%"
"07/07/2021","0.048","0.048","0.048","0.048","9.09%"
"06/07/2021","0.044","0.044","0.044","0.044","-48.24%"
"05/07/2021","0.085","0.085","0.085","0.085","0.00%"
"02/07/2021","0.085","0.083","0.085","0.083","10.39%"
"01/07/2021","0.077","0.077","0.077","0.077","13.24%"
"30/06/2021","0.068","0.072","0.072","0.068","-8.11%"
"29/06/2021","0.074","0.074","0.074","0.074","-26.00%"
"28/06/2021","0.100","0.100","0.100","0.100","38.89%"
"25/06/2021","0.072","0.072","0.072","0.072","1.41%"
"24/06/2021","0.071","0.071","0.071","0.071","-21.98%"
"23/06/2021","0.091","0.091","0.091","0.091","51.67%"
"22/06/2021","0.060","0.060","0.060","0.060","-41.18%"
"21/06/2021","0.102","0.102","0.102","0.102","0.99%"
"18/06/2021","0.101","0.098","0.101","0.098","26.25%"
"17/06/2021","0.080","0.080","0.080","0.080","-19.19%"
"16/06/2021","0.099","0.097","0.099","0.097","52.31%"
"15/06/2021","0.065","0.065","0.065","0.065","-32.29%"
"14/06/2021","0.096","0.096","0.096","0.096","2.13%"
"11/06/2021","0.094","0.080","0.094","0.080","20.51%"
"10/06/2021","0.078","0.088","0.088","0.078","-12.36%"
"09/06/2021","0.089","0.089","0.089","0.089","-2.20%"
"08/06/2021","0.091","0.091","0.091","0.091","3.41%"
"07/06/2021","0.088","0.088","0.088","0.088","8.64%"
"04/06/2021","0.081","0.077","0.081","0.077","2.53%"
"03/06/2021","0.079","0.079","0.079","0.079","-1.25%"
"02/06/2021","0.080","0.080","0.080","0.080","-14.89%"
"01/06/2021","0.094","0.094","0.094","0.094","308.70%"
"31/05/2021","0.023","0.023","0.023","0.023","-68.92%"
"28/05/2021","0.074","0.074","0.074","0.074","-1.33%"
"27/05/2021","0.075","0.075","0.075","0.075","-11.76%"
"26/05/2021","0.085","0.083","0.083","0.083","-10.53%"
"25/05/2021","0.095","0.065","0.095","0.065","17.28%"
"24/05/2021","0.081","0.083","0.083","0.081","-29.57%"
"21/05/2021","0.115","0.113","0.115","0.113","0.88%"
"20/05/2021","0.114","0.114","0.114","0.114","37.35%"
"19/05/2021","0.083","0.083","0.083","0.083","-32.52%"
"18/05/2021","0.123","0.121","0.123","0.121","48.19%"
"17/05/2021","0.083","0.083","0.083","0.083","12.16%"
"14/05/2021","0.074","0.074","0.074","0.074","1.37%"
"13/05/2021","0.073","0.073","0.073","0.073","-2.67%"
"12/05/2021","0.075","0.075","0.075","0.075","-5.06%"
"11/05/2021","0.079","0.079","0.079","0.079","-10.23%"
"10/05/2021","0.088","0.088","0.088","0.088","25.71%"
"07/05/2021","0.070","0.070","0.070","0.070","1.45%"
"06/05/2021","0.069","0.069","0.069","0.069","-2.82%"
"05/05/2021","0.071","0.071","0.071","0.071","5.97%"
"04/05/2021","0.067","0.067","0.067","0.067","219.05%"
"03/05/2021","0.021","0.021","0.021","0.021","-70.83%"
"30/04/2021","0.072","0.072","0.072","0.072","1.41%"
"29/04/2021","0.071","0.071","0.071","0.071","-21.98%"
"28/04/2021","0.091","0.089","0.091","0.089","28.17%"
"27/04/2021","0.071","0.071","0.071","0.071","2.90%"
"26/04/2021","0.069","0.069","0.069","0.069","15.00%"